Genbank ID,Gene name,Gene category,Sub-category1,Sub-category2,Organism,Lineage,#D43G21,D43G18,D43G16,D43G14,D43G13,D43G12,#D40G6,D40G4,D40G2,D40G31,D40G30,D40G29
145518598,nhaP,Metal Homeostasis,Sodium,Transport,Paramecium tetraurelia strain d4-2,superkingdom:Eukaryota;class:Oligohymenophorea;order:Peniculida;family:Parameciidae;genus:Paramecium;species:Paramecium tetraurelia;,3045,,676,,313,1174,p,,,p,,
323452335,mer,Metal Homeostasis,Mercury,Detoxification,Aureococcus anophagefferens,superkingdom:Eukaryota;class:Pelagophyceae;genus:Aureococcus;,403,860,423,365,283,2169,484,765,5587,6883,3266,1331
323450297,nhaP,Metal Homeostasis,Sodium,Transport,Aureococcus anophagefferens,superkingdom:Eukaryota;class:Pelagophyceae;genus:Aureococcus;,3817,*,8420,318,666,3498,2962,2433,409,2335,1078,
323450805,nhaP,Metal Homeostasis,Sodium,Transport,Aureococcus anophagefferens,superkingdom:Eukaryota;class:Pelagophyceae;genus:Aureococcus;,,,545,983,210,925,p,,,p,,
339477486,silP,Metal Homeostasis,Silver,Transport,Mycosphaerella graminicola IPO323,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Capnodiales;family:Mycosphaerellaceae;genus:Zymoseptoria;species:Zymoseptoria tritici;,525,,949,589,*,3988,421,,,558,8637,930
169598664,sidA,Metal Homeostasis,iron,transport,Phaeosphaeria nodorum SN15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Phaeosphaeriaceae;genus:Parastagonospora;species:Parastagonospora nodorum;,,458,,493,304,781,p,p,,p,,
160703192,silP,Metal Homeostasis,Silver,Transport,Phaeosphaeria nodorum SN15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Phaeosphaeriaceae;genus:Parastagonospora;species:Parastagonospora nodorum;,782,286,646,450,18303,541,,,284,524,2389,4091
169606906,arsA_fungi,Metal Homeostasis,Arsenic,Transport,Phaeosphaeria nodorum SN15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Phaeosphaeriaceae;genus:Phaeosphaeria;species:Phaeosphaeria nodorum;,115691,499,,810,320,3225,366,,616,778,3799,1506
160701294,ChrA,Metal Homeostasis,Chromium,Transport,Phaeosphaeria nodorum SN15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Phaeosphaeriaceae;genus:Phaeosphaeria;species:Phaeosphaeria nodorum;,501,,685,525,*,980,325,796,2240,675,1077,1265
111061802,czcD,Metal Homeostasis,"Cadmium,Cobalt,Zinc",Transport,Phaeosphaeria nodorum SN15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Phaeosphaeriaceae;genus:Phaeosphaeria;species:Phaeosphaeria nodorum;,742,217,793,5313,332,2389,467,750,448,678,20880,5918
311318039,silP,Metal Homeostasis,Silver,Transport,Pyrenophora teres f. teres 0-1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Pleosporaceae;genus:Pyrenophora;species:Pyrenophora teres;,395,,530,473,248,615,442,946,,994,1510,867
311322438,trk_fungi,Metal Homeostasis,Potassium,Transport,Pyrenophora teres f. teres 0-1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Pleosporaceae;genus:Pyrenophora;species:Pyrenophora teres;,870,*,472,333,*,695,,,380,649,1053,2362
187984734,ChrA,Metal Homeostasis,Chromium,Transport,Pyrenophora tritici-repentis Pt-1C-BFP,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Pleosporaceae;genus:Pyrenophora;species:Pyrenophora tritici-repentis;,67080,39070,2445,2826,6850,11813,1314,2481,8152,5302,11989,24031
189191118,copA,Metal Homeostasis,Copper,Transport,Pyrenophora tritici-repentis Pt-1C-BFP,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Pleosporaceae;genus:Pyrenophora;species:Pyrenophora tritici-repentis;,p,*p,,,,,7290,3541,761,2195,,
189192753,nhaP,Metal Homeostasis,Sodium,Transport,Pyrenophora tritici-repentis Pt-1C-BFP,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Pleosporaceae;genus:Pyrenophora;species:Pyrenophora tritici-repentis;,824,369,1383,752,477,1202,452,1124,1010,431,1384,835
189207941,siderophore_transporter,Metal Homeostasis,iron,transport,Pyrenophora tritici-repentis Pt-1C-BFP,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Pleosporaceae;genus:Pyrenophora;species:Pyrenophora tritici-repentis;,1085,201,1586,1136,6060,709,p,p,,p,,
187977113,trk_fungi,Metal Homeostasis,Potassium,Transport,Pyrenophora tritici-repentis Pt-1C-BFP,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Dothideomycetes;order:Pleosporales;family:Pleosporaceae;genus:Pyrenophora;species:Pyrenophora tritici-repentis;,1167,369,781,2080,372,2098,408,766,565,3838,4315,3101
134080742,mer,Metal Homeostasis,Mercury,Detoxification,Aspergillus niger,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;,p,,p,,*p,p,4693,,,2552,3707,1104
76057126,zrt1,Metal Homeostasis,Zinc,Transport,Aspergillus niger,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;,p,,p,,*p,p,452,712,,603,,2602
121712202,ferroxidase_high_affinity,Metal Homeostasis,iron,Transport,Aspergillus clavatus NRRL 1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus clavatus;,1319,274,1477,1326,955,,822,,555,570,4593,
119404154,nhaP,Metal Homeostasis,Sodium,Transport,Aspergillus clavatus NRRL 1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus clavatus;,779,,836,367,282,,*p,,p,,,p
121698399,NiCoT,Metal Homeostasis,Nickel,Transport,Aspergillus clavatus NRRL 1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus clavatus;,2307,606,,764,367,,p,p,,,,
121711655,siderophore_transporter,Metal Homeostasis,iron,transport,Aspergillus clavatus NRRL 1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus clavatus;,4476,,527,368,367,614,,1056,2035,707,,665
121720184,siderophore_transporter,Metal Homeostasis,iron,transport,Aspergillus clavatus NRRL 1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus clavatus;,,*p,p,p,,p,238,,,1902,3622,1019
119404509,trk_fungi,Metal Homeostasis,Potassium,Transport,Aspergillus clavatus NRRL 1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus clavatus;,1739,,1545,695,647,1536,1064,1764,,2652,2327,1506
121700757,trk_fungi,Metal Homeostasis,Potassium,Transport,Aspergillus clavatus NRRL 1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus clavatus;,1037,291,1210,1350,373,3010,348,1223,,1197,2166,2901
121714993,trk_fungi,Metal Homeostasis,Potassium,Transport,Aspergillus clavatus NRRL 1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus clavatus;,5969,2443,5004,4220,3001,14011,1967,6855,768,7103,2127,3377
121708363,vacuolar_iron_transport,Metal Homeostasis,iron,Transport,Aspergillus clavatus NRRL 1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus clavatus;,1229,3816,476,,1362,4937,p,,,p,,
238498702,siderophore_transporter,Metal Homeostasis,iron,transport,Aspergillus flavus NRRL3357,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus flavus;,,,p,p,*p,p,220,,406,711,1336,1161
66852736,Ca_vacuolar_exchanger,Metal Homeostasis,Calcium,Transport,Aspergillus fumigatus Af293,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus fumigatus;,851,,1180,3855,448,4803,525,,,678,7887,6185
66852780,corA,Metal Homeostasis,Cobalt/Magnesium,Transport,Aspergillus fumigatus Af293,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus fumigatus;,1315,6549,1322,388,610,1360,3181,10977,3891,1518,1239,982
70999071,siderophore_transporter,Metal Homeostasis,iron,transport,Aspergillus fumigatus Af293,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus fumigatus;,p,,,,p,,319,879,,485,1576,
66845741,trk_fungi,Metal Homeostasis,Potassium,Transport,Aspergillus fumigatus Af293,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus fumigatus;,p,*p,p,,,,526,628,466,458,,
358371167,mer,Metal Homeostasis,Mercury,Detoxification,Aspergillus kawachii IFO 4308,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus kawachii;,547,373,,418,,650,,,304,517,1158,1225
358368038,silP,Metal Homeostasis,Silver,Transport,Aspergillus kawachii IFO 4308,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus kawachii;,p,,p,p,*p,,512,1685,354,3691,,
358375215,zrt1,Metal Homeostasis,Zinc,Transport,Aspergillus kawachii IFO 4308,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus kawachii;,869,236,,338,,3355,,p,,,,
317157316,NiCoT,Metal Homeostasis,Nickel,Transport,Aspergillus oryzae RIB40,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus oryzae;,p,*p,,,,p,212,,750,503,,880
114193417,arsA_fungi,Metal Homeostasis,Arsenic,Transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,348,491,,538,951,601,495,,,432,6295,1099
115449903,ChrA,Metal Homeostasis,Chromium,Transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,1228,1035,,369,677,547,1651,887,,1817,2557,
114187675,ChrA,Metal Homeostasis,Chromium,Transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,544,,688,,275,6764,543,1058,,480,,721
114194225,copA,Metal Homeostasis,Copper,Transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,2422,,485,350,*,711,520,1043,,718,,17904
114187778,nhaP,Metal Homeostasis,Sodium,Transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,1323,223,1045,1032,253,874,,817,1260,2499,1583,3443
115443076,NiCoT,Metal Homeostasis,Nickel,Transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,13982,,830,323,930,588,201,958,,626,,681
115386048,sidA,Metal Homeostasis,iron,transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,p,,,p,,p,3552,,1246,1234,1531,
114191173,siderophore_transporter,Metal Homeostasis,iron,transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,7127,7610,1950,14590,582,3207,4533,8713,1278,9873,2561,2826
115389622,vacuolar_iron_transport,Metal Homeostasis,iron,Transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,1177,286,955,567,348,2918,2111,189579,1354,276406,2067,19180
115396902,zrt1,Metal Homeostasis,Zinc,Transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,4232,2385,2276,2806,1202,2093,2437,2200,661,2507,3454,16003
115442626,zrt2,Metal Homeostasis,Zinc,Transport,Aspergillus terreus NIH2624,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Aspergillus;species:Aspergillus terreus;,1492,212,590,,567,420,1073,1187,1025,1502,1296,1078
259489280,Ca_vacuolar_exchanger,Metal Homeostasis,Calcium,Transport,Aspergillus nidulans FGSC A4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Emericella;species:Emericella nidulans;,676,,,711,234,3098,,,,,p,
259485126,ChrA,Metal Homeostasis,Chromium,Transport,Aspergillus nidulans FGSC A4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Emericella;species:Emericella nidulans;,100652,,803,5175,271,2431,321,883,3542,1450,8452,3481
67538514,ChrA,Metal Homeostasis,Chromium,Transport,Aspergillus nidulans FGSC A4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Emericella;species:Emericella nidulans;,6478,9551,5813,5420,2095,6719,5453,6208,1249,10692,10893,10616
67903908,mgtA,Metal Homeostasis,Magnesium,Transport,Aspergillus nidulans FGSC A4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Emericella;species:Emericella nidulans;,,389,448,377,,575,,,p,,,p
259488763,trk_fungi,Metal Homeostasis,Potassium,Transport,Aspergillus nidulans FGSC A4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Emericella;species:Emericella nidulans;,1404,377,4429,,*,1733,p,,p,,p,
67538932,trk_fungi,Metal Homeostasis,Potassium,Transport,Aspergillus nidulans FGSC A4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Emericella;species:Emericella nidulans;,507,*,577,1667,1019,,315,741,,421,4036,1022
40741878,vacuolar_iron_transport,Metal Homeostasis,iron,Transport,Aspergillus nidulans FGSC A4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Emericella;species:Emericella nidulans;,390,,,453,204,1564,308,641,,567,4083,2916
67537640,vacuolar_iron_transport,Metal Homeostasis,iron,Transport,Aspergillus nidulans FGSC A4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Emericella;species:Emericella nidulans;,3003,246,2479,1158,712,8094,520,1834,507,3629,1546,9320
66850793,arsc,Metal Homeostasis,Arsenic,Detoxification,Aspergillus fumigatus Af293,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Neosartorya;species:Aspergillus fumigatus;,p,*p,,p,*p,p,,833,2407,1499,1251,2258
119483160,czcD,Metal Homeostasis,"Cadmium,Cobalt,Zinc",Transport,Neosartorya fischeri NRRL 181,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Neosartorya;species:Neosartorya fischeri;,714,281,,,233,742,418,531,386,739,,1533
119482405,ferroxidase_high_affinity,Metal Homeostasis,iron,Transport,Neosartorya fischeri NRRL 181,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Neosartorya;species:Neosartorya fischeri;,1881,289,1881,1824,742,1556,1635,2825,671,2988,6463,3683
119482325,nhaP,Metal Homeostasis,Sodium,Transport,Neosartorya fischeri NRRL 181,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Neosartorya;species:Neosartorya fischeri;,1164,969,1139,2386,406,,277,1098,10775,985,1191,993
119474439,siderophore_transporter,Metal Homeostasis,iron,transport,Neosartorya fischeri NRRL 181,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Neosartorya;species:Neosartorya fischeri;,917,,927,511,*,757,p,,p,,,p
211589807,CadA,Metal Homeostasis,Cadmium,Transport,Penicillium chrysogenum Wisconsin 54-1255,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Eurotiomycetes;order:Eurotiales;family:Trichocomaceae;genus:Penicillium;species:Penicillium chrysogenum;,1033,,10297,15813,326,676,468,1311,575,1243,1095,1161
